id_producto,linea,nombre,principios_activos,indicaciones,posologia,presentaciones,estado
prod_112,Productos mh,Rumex D4 MH,Chelidonium D3; Hepar sulphur D8-D30; Nux vómica D4; Rosmarinus D4; Rumex D6-D30; Juglans D3; Equisetum D4; Sarsaparrilla D6; Scrophularia D4; Thuja D6; Taraxacum D3; Berberis D4; Solidago D4.,Detoxificación completa a travez de cada sistema.^Drenaje linfático: Rumex; Juglans; Sarsaparrilla; Scrophularia y Thuja.^Drenaje hepático y biliar: Chelidonium; Hepar Sulphur y Rosmarinus.^Drenaje digestivo: Nux vómica y Taraxacum^Depurativo renal: Equisetum; Berberis y Solidago.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_113,Productos mh,Ruta D4 MH,Aconitum napelus D6; Aesculus D6; Ambra grisea D8; Anacardium D8; Baryta D8; Cerebrum D8; China D6; Conium mac D6; Gelsemium D12; Hepar D8; Kalium phosp. D8; Passiflora D30-D200; Phosphoricum acid D6; Phosphorus D6; Ruta D6; Sepia D8.,Agotamiento; dificultades en el desarrollo mental de niños; dificultades intelectuales; trastornos de la función cerebral con disminución de la memoria; previene el envejecimiento prematuro.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Spray oral; Spray nasal; Viales nebulizables.,activo
prod_114,Productos mh,Ruta elíxir D4 MH y ruta vial bebible D4 MH,Ginseng D2; Cerebrum D3; Vit B2 D4; Vit B3 D4; Vit B6 D4; Vit B12 D4; Ginkgo biloba D2; Ruta D6.,Regenerador celular; dificultades en el desarrollo mental; trastornos de la función cerebral con disminución de la memoria; antienvejecimiento; bloqueador de radicales libres; Antioxidante; multivitamínico; regenerador orgánico; quelante oral; fortalece el sistema inmune.,,Elíxir por 240 ml. Caja por 12 viales bebibles de 10 ml.,activo
prod_115,Productos mh,Sabal D4 MH,Apis D6; Árnica D6; Clematis erecta D8-D10; Chimaphila D3; Curcubita D4; Echinacea D4-D6; Hepar sulphur D10-D12; Lycopodium D12; Medorrinum D30-D100-D200; Pareira brava D10-D12; Prostata suis D8; Sabal serrulata D3-D6; Solidago D6; Thuja D6-D12.,Adenoma prostático; prostatitis; epididimitis; cistitis; hiperplasia prostática; inflamación de vías urinarias.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_116,Productos mh,Sales de schussler D4 MH,Calcarea phosphorica D8; Calcarea fluorica D8; Calcarea sulfúrica D8; Ferrum phos D8; Kallium mur D8; Kallium phos D8; Kallium sul D8; Magnesia Phos D8; Natrum mur D8; Natrum sul D8; Natrum phos D8; Silícea D8.,Reposición de sales; personas convalecientes; estimula el crecimiento.,,Frasco por 90 tabletas o Triturado por 400g.,activo
prod_117,Productos mh,Salvia D4 MH crema o gel,Hamamelis virginia D4; Anacardium D8; Salvia officinalis D4; Thymus vulgaris D4.,Tratamiento de todo tipo de acné; piel grasosa.,,Crema tubo por 120 g y Gel tubo de 120 g.,activo
prod_118,Productos mh,Sambucus elíxir D4 MH,Aloe D3; Árnica montana D4; Atropha belladona D6; Carbo vegetabilis D12-D30; Chamomilla D3-D6; Drosera D3; Eucalipthus D3; Ferrum phosphoricum D8; Ignatia D4; Phosphorus D6; Pinus silvestris D6; Sambucus nigra D3-D6; Spongia officinalis D8.,Expectorante; sedante y depurador bronquial; broncodilatador.,,Elíxir por 240 ml.,activo
prod_119,Productos mh,Scrophularia D4 MH,China D12; Clematis erecta D6; Colchicum D9; Conium D12; Galium aparine D9; Hepar sulphur D9; Hydrastis D 12; Kreosotum D 12; Magnesium D4; Manganum D4; Naja tripudians D8; Psorinum D30; Pulsatilla D4; Scrophularia D6-D12; Sulphur iodatum D6; Thuja D4; Viscum album D9.,Coadyuvante en caso de tumores benignos y malignos; agrandamiento de las glándulas y alteraciones en la piel.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_120,Productos mh,Selenium D4 MH,Arsenicum album C30-C200; Avena sativa C12 C30; Kali iodatum C12-C30; Phosphoricum acidum C12-C30-C200; Selenium C6-C12. Silícea C12-C30,Ansiedad.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_121,Productos mh,Senna D4 MH,Alumina D3-D6; Chamomilla D4; Graphites D12; Magnesium sulphuricum D8; Nux vómica D6; Opium D6 D12; Paladium D3-D6; Selenium D6; Senna D6 D12; Taraxacum D6.,Disfunciones del colon.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_122,Productos mh,Sepia D4 MH,Acidum ascorbicum; Aloe D3; Asperguillus Níger D30; Aurum met D12; Candida D3; Caléndula D3; Chlamyda D12; Cuprum D12; Echinacea D4; Mycosis fungoides D12; Sepia D3; Sepia D6; Silícea D6; Tecoma D4; Thuja D6. Zincum metallicum D9.,Hongos en piel y uñas.,Una aplicación tres veces al día o según criterio médico.,Spray tópico por 30 ml.,activo
prod_123,Productos mh,Silícea D4 MH cápsulas,Silícea D4; Colágeno; resveratrol.,formación y cuidado de la piel; los huesos; los ligamentos; los tendones; las uñas; los vasos sanguíneos y los ojos; Rejuvenecimiento orgánico; Prevención y tratamiento de enfermedades de las articulaciones y del sistema cardiovascular.,,Frasco por 90 cápsulas,activo
prod_124,Productos mh,Silícea D4 MH crema,Silícea D4; Colágeno hidrolizado; Ácido hialurónico.,Regeneración de piel; Rejuvenecimiento facial; Dermatitis; psoriasis; seborrea; quemaduras; acné.,Para uso facial; aplicar una capa delgada sobre rostro y cuello en la noche. Para otros usos aplicar 2 veces al día en el área afectada.,Frasco por 100gr,activo
prod_125,Productos mh,Solidago D4 MH,Berberis D4; Cantharis D6; Equisetum D3; Formica rufa D8; Lycopodium D6; Pareira brava D6; Petroselinum D3; Plantago D6; Sabal D6-D12; Sarsaparrilla D4; Terebentina D6; Solidago D4-D6-D12; Staphysagria D6; Urtica urens D3.,Regulador del funcionamiento renal; cálculos renales; depurativo renal; cistitis; nefritis.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_126,Productos mh,Stannum D4 MH,Stanum metallicum D4; Calostro bovino y embrión de pato.,Factor de transferencia; fortalece el sistema inmune; coadyuvante en tratamiento de cáncer y VIH.,,Frasco por 90 cápsulas. Spray por 30 ml,activo
prod_127,Productos mh,Staphysagria D4 MH,Apis D4-D6; Belladona D4-D6-D12; Euphrasia o D4-D6; Pulsatilla D4-D6; Staphysagria D4-D6-D12.,Blefaritis; conjuntivitis; queratitis; retinitis; orzuelos.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_128,Productos mh,Sulphur MH,Antimonium crudum D12; Hepar D6-D12; Hydrastis D4; Mezereum D6; Sulphur D8; Sulphur iodatum D8; Viola tricolor D4.,Alergias; dermatosis; piodermitis; eccema; herpes zoster; prurito; eccemas vesiculares; leucorrea.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_129,Productos mh,Sulphur MH crema o gel,Antimonium crudum D12; Hepar D6-D12; Hydrastis D4; Mezereum D6; Sulphur D8; Sulphur iodatum D8; Viola tricolor D4.,Alergias; dermatosis; piodermitis; eccema; herpes zoster; prurito; eccemas vesiculares; leucorrea; espolones.,,Crema tubo por 120 g y Gel tubo x 120 g.,activo
prod_130,Productos mh,Syzygium D4 MH,Acidum phosphoric. D3; Arsenicum alb. D8; Equisetum D4; Gentiana lutea D4; Juglans D4; Leptandra D6; Lycopodium D30; Natrium sulfuric. D12; Secale cornut. D4; Syzygium D8 D12; Uranium nitric D30.,Coadyuvante en la diabetes mellitus; En el caso de una terapia de insulina; es posible una reducción precavida de su unidad diaria necesitada.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_131,Productos mh,Tabacum D4 MH,Tabacum D30-D200; Hyosciamus D12-D30; Natrum cloratum D12-D30; Nux vómica 200CH; Plantago mayor D2; Robina D6-D12.,Tabaquismo crónico.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_132,Productos mh,Taraxacum D4 MH,Abies nigra D3; Aloe vera D3; Alumina D8; Calcium carbonicum D8; Chelidonium majus D3; Fumaria D6; Hydrastis D3; Mellisa D3; Nux vómica D3; Peumus boldus D3; Rhamnus purshiana (Cascara sagrada) D3; Rheum D3; Taraxacum D3.,Drenador hepático y biliar; estreñimiento; abdomen distendido; drenaje de toxinas acumuladas por mal funcionamiento del sistema pancreodigestivo.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_133,Productos mh,Taraxacum elixir D4 MH,Guarango D1; chamomilla D3; aloe D2; croton D3 (sangre de drago); cynara scolymus D3 (alcachofa); taraxacum D3(diente de León); Abies D4 MH.,Drenador hepático y biliar; estreñimiento; abdomen distendido; drenaje de toxinas acumuladas por mal funcionamiento del sistema pancreodigestivo.,,Elixir x 240 ml.,activo
prod_134,Productos mh,Teucrium cápsulas D4 MH,Boldo D1; Ruibarbo D1; Cascara sagrada D1; Sen D1 y la impregnación del Teucrium MH.,Purgante; drenador.,ADULTOS: 2 cápsulas 3 veces al día durante dos días. NIÑOS: (6 años en adelante): 2 cápsulas 2 veces al día durante dos días.,Frasco por 12 cápsulas.,activo
prod_135,Productos mh,Teucrium gotas D4 MH,Allium sativum D3 D4; Artemisa vulg. D3; Chenopodium D3-D4; Cina D4; Graphites D30; Ricinus D3-D4; Ruta D3-D4; Teucrium D3-D6.,Helmintiasis; oxiuariasis; para la mejora constitucional en caso de helmintiasis pertinaz y tendencia del recidivo; antiparasitario.,,Gotas x 30 ml.,activo
prod_136,Productos mh,Thallium D4 MH,Acido ascorbicum D3-D6; Calcárea carbónica D12; Calcárea fluorica D12; Chelidonium D6; Fluoricum acidum D6-D12-D30; Graphites D8; D12; Hepar sulphur D8; D12; Juglans D12; Kalium phosphoricum D8-D12; Oleander D6; Petroleum D6; Staphisagria D6; Sulphur D12-D30;Thallium aceticum D8-D12-D30; Ulmus D3; Urtica D6; Ustillago D8; Viola tricolor D4.,Pérdida prematura del cabello; debilidad; dolores de cabeza; debilidad en las uñas.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_137,Productos mh,Thallium D4 MH viales,Misma composición del Thallium; sólo cambia el vehículo.,Seborrea; alopecia; pérdida prematura del cabello.,,Viales en aceite de coco caja x 12 unidades de 10 ml.,activo
prod_138,Productos mh,Thuja D4 MH,Antimonium crudum D12; Belladonna 7CH; Conium 5CH; Natrum Sulphuricum D12; Nitricum acidum D6; Phytolacca 5CH; Scrophularia D3; Silícea D12; Thuja D3-D6.,Tumores benignos y malignos; fibromas de seno; condilomas; callosidades; cuerpos extraños.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_139,Productos mh,Thuja crema D4 MH,Antimonium Crudum D3; Graphites D3; Nitricum Acidum D3; Thuja D3.,Verrugas; condilomas.,,Tubo x 120g.,activo
prod_140,Productos mh,Tratamiento detox D4 MH,JUGLANS MH; HYDRANGEA MH; CHELIDONIUM MH; TEUCRIUM MH.,Para ayudar al cuerpo a eliminar las toxinas que ha acumulado y que afectan la salud; Esto se logra a través de los medicamentos homeopáticos que estimulan los órganos de drenaje mas importantes: Riñones; Hígado; Sistema digestivo; Sitema linfático^Como un apoyo terapéutico en el proceso de detoxificacion; Mundo Homeopático presenta un tratamiento eficaz; basado en cuatro medicamentos cuya función depuradora es asimilada por el organismo de manera natural; progresiva y duradera.,,Kit de 4 productos.,activo
prod_141,Productos mh,Tratamiento sistema nervioso D4 MH,GELSEMIUM D4 MH: Gotas x 30 ml;ZINCUM MET MH: Gotas x 30 ml;MELISSA D4 MH: Gotas x 30 ml,Abordaje integral del miedo; la ansiedad; el estrés y el insomnio.^El Gelsemium nos ayuda a manejar la ansiedad; el Zincum patologías como depresión; miedos entre otras y la Melissa al ser un sedante natural; nos ayuda a conciliar el sueño; manejar el estrés.,,Kit,activo
prod_142,Productos mh,Tratamiento sobrepeso D4 MH,RUMEX D4 MH: Tabletas por 90;Fucus D4 MH: Cápsulas por 30,Tratamiento para reducción de peso.^El Rumex se encarga de la detoxificación del organismo y el fucus trabaja sobre el tejido adiposo; el metabolismo y la ansiedad.,1 cápsula de fucus en ayunas diariamente y una antes del almuerzo; 1 tableta de rumex 3 veces al día.,Kit,activo
prod_143,Productos mh,Uranium D4 MH,Glycine max TM; Acidum citricum D9; Acidum fumaricum D9; Acidum phosphoricum D12; Arsenicum album D12; Ruta D6; Cerium oxalicum D9; Cobaltum D4; Cromiun D4; Equisetum D12; Helonias D3; Juglans D12; L-Cysteinum TM7; Leptandra D6; Lycopodium D30; Magnesium D4; Manganum D4; Phaseolus vulgaris D12; Secale cornutum D9; Sulphur D12; Syzygium D3; Uranium nitricum D9; Zincum met D4.,Diabetes; como coadyuvante.,1 cápsula 3 veces al día,Frasco por 90 cápsulas,activo
prod_144,Productos mh,Urtica D4 MH gel o crema,Aloe D3; Equisetum D3; Árnica D3; Caléndula D3; Urtica urens D3.,Afecciones de la piel en general; pañalitis; dermatitis de contacto.,,Tubo por 120g.,activo
prod_145,Productos mh,Vaccinium D4 MH,Botulinum 30CH; Vaccinium 30CH; E-Coli 30CH; Pneumococcinum 30CH; Proteus 30CH; Pseudomonas 30CH; Salmonella 30CH; Scarlatinum 30CH; Staphylococcinum 30CH; Streptococcinum 30CH; Tuberculinum 30CH.,Infecciones bacterianas; internas o externas; sistema inmune débil; o como preventivo de infiltración bacterial; Generadores de inmunidad activa (o pasiva) contra las enfermedades infecciosas; Gracias a las altas diluciones; carece de efectos secundarios.,,Gotas x 30 ml; Tabletas x 90; Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_146,Productos mh,Viburnum D4 MH,Alumina D8; Cinnamomum D4-D6; Lilium D4-D6; Viburnum D12; Ustilago D8; Viburnium D6.,Leucorrea; fertilidad femenina; fibroma uterino; regulador hormonal.,,Gotas x 30 ml; Tabletas x 90; Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_147,Productos mh,Vincetoxicum D4 MH,Coxsackie 30CH; Diphterinum 30CH; Epstein Barr 30CH; Herpes simplex 30CH; Herpes zoster 30CH; Influenzinum 30CH; Morbillinum 30CH; Poliomielytum 30CH; V-Grippe 30CH; Caryophyllus aromaticus 30CH; Euphrasia D6; Vincetoxicum D6.,Enfermedades virales de la piel y de las mucosas; sarampión; mononucleosis; herpes; gripe viral; etc; Fortalecimiento de la defensa viral natural estimulándose el sistema inmunizante.,,Gotas x 30 ml; Tabletas x 90; Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_148,Productos mh,Vipera D4 MH,Árnica D4-D6-D30; Calcium sulphuricum D8-D12; Carbo vegetabilis D12-D30-D200; Fluoricum acidum D6-D12-D30; Ginkgo biloba D4-D6; Hamamelis D4-D6-D12; Hydrastis D4-D6-D30; Nitricum acidum D6-D8-D30; Secale cornutum D4; Vipera D8-D12-D30.,Gangrena; arteriosclerosis; tromboflebitis; destrucción del tejido; úlceras varicosas; enfermedad de Reynaud.,,Gotas x 30 ml; Tabletas x 90; Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_149,Productos mh,Viscum D4 MH,Berberis vulg D6-D12; Carbo vegetabilis D30-D200; Colchicum D6-D12-D30; Echinacea angustifolia D4-D12-D30; Galium aparine D6-D12-D30; Lacticum acidum D12; Phosphorus D12-D30; Sulphur D30; Urtica urens D3-D6; Viscum álbum D6-D12-D30-D200.,Precancerosis; patologías degenerativas; estimulante inmunológico; alergias; neoplasias.,,Gotas x 30 ml; Tabletas x 90; Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_150,Productos mh,Vitex D3 MH,Vitamina D3; Vitamina K.,Deficiencia de vitamina D,,Gotero de pera x 30 ml.,activo
prod_151,Productos mh,Zincum met D4 MH,Ambra grisea C12-C30; Anacardium C12-C30; Arsenicum álbum C12-C30; Aurum met. C12-C30; Colchicum C30; Helleborus C12-C30; Kalium phosphoricum C12-C30; Natrum muriaticum C12-C30; Zincum met C12-C30.,Depresión; trastornos nerviosos.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_152,Productos mh,Zingiber antioxidante MH,Acido ascórbico D3-D4; Aconitum D30; Calcarea carbonica D6; Calcarea fluorica D6; Cobaltum gluconato D4; Cobre gluconato D4; CoenzimE Q10 D3-D4; Crataegus D3; Cuprum sulfuricum D8; Cysteinum D4; Ferrum phos D6; Folicum acidum D3-D4; Ginkgo biloba D3; Hydrastis D4-D6; Ignatia D30; Lisina-arginina-ornitina D2; Magnesium phos D4; Manganum phos D4; Medicago sativa D3-D4; Nicotinaminum D4; Panax ginseng TM; Selenium D3-D4; Vitamina B12 D3 D4; Vitamina E D3; Zinc gluconato D4; Zincum metalicum D4; Zingiber D3 D4; Complejo B.,Bloqueador de radicales libres; Antioxidante; Multivitamínico; Regenerador orgánico; enfermedades crónico degenerativas.,,Frascos por 90 tabletas; Gotas 30 ml; Elíxir por 240 ml.,activo
prod_153,Esencias florales,Armonía del ser,Castaño blanco; lotus; maíz; alerce; estrella de belén; scleranthus; siete cueros.,Lograr un equilibrio emocional; permitiendo una relación armoniosa consigo mismo y con los demás,2 puff 4 veces al día,Frasco 30 ml,activo
prod_154,Esencias florales,Autoaceptación,Rosa silvestre; ajo; mimosa; manzano silvestre; pino; cerasífera; castaño blanco; castaño dulce; olivo.,Ayuda a recuperar el sentido de la proporción y la aceptación del cuerpo; así como a superar la culpa y el miedo; útil para las personas anoréxicas.,2 puff 4 veces al día,Frasco 30 ml,activo
prod_155,Esencias florales,Autoconfianza,Achicoria; acebo; alerce; mímulo; castaño rojo; estrella de belén,Superar los sentimientos posesivos; la inseguridad; la dependencia y el miedo a quedarse solo; ideal para las personas celosas.,2 puff 4 veces al día,Frasco 30 ml,activo
prod_156,Esencias florales,Autoestima,Ceratostigma; scleranthus; genciana; alerce; aulaga; hojarazo; avena silvestre; botón de oro; five corners.,Incrementar la autoaceptación; el amor propio y la confianza en sí mismo.,2 puff 4 veces al día,Frasco 30 ml,activo
prod_157,Esencias florales,Autonomía,Achicoria; corazoncillo; acebo; red gravillea.,Desarrollar o fortalecer la capacidad de vivir con autonomía y libertad; ayuda a quienes tienen una dependencia afectiva.,2 puff 4 veces al día,Frasco 30 ml,activo
prod_158,Esencias florales,Buen dormir,Heliantemo; manzanilla; agrimonia; castaño blanco; valeriana; hipérico; impaciencia; verbena; clemátide; nomeolvides; amaranto.,Lograr un descanso profundo y reparador.,2 puff 4 veces al día,Frasco 30 ml,activo
prod_159,Esencias florales,Control del apetito (exceso),Cerasífera; impaciencia; agrimonia; verbena; brezo; pino; rescate; manzano silvestre,Controlar el impulso de comer; apoyando así el propósito de perder peso; apoyo en el tratamiento de bulimia.,2 puff 4 veces al día,Frasco 30 ml,activo
prod_160,Esencias florales,Coraje,Ajo salvaje; heliantemo; cerasífera; álamo temblón; impaciencia.,Estas esencias florales le aportarán calma; coraje; valor y autocontrol; para las crisis de pánico.,2 puff 4 veces al día,Frasco 30 ml,activo
prod_161,Esencias florales,Crecer (de la infancia a la adolescencia),Mímulo; manzano silvestre; mostaza; centaura; ceratostigma; scleranthus; acebo; sauce; verbena; haya; malva; impaciencia; nogal; bottlebrush.,Aceptar los desafíos de la adolescencia; mejorando la relación consigo mismo; con los padres y otras figuras de autoridad.,,Frasco 30 ml,activo
prod_162,Esencias florales,Duelos,Castaño dulce; madreselva; espino blanco; estrella de belén; nogal; corazoncillo.,Soltar el pasado y superar los sentimientos dolorosos de las pérdidas materiales o afectivas.,,Frasco 30 ml,activo
prod_163,Esencias florales,Equilibrium,Scleranthus; alerce; violeta de agua; castaño dulce.,Desarrollar las cualidades de equilibrio; estabilidad; confianza y liberación; Para las personas con trastorno bipolar.,,Frasco 30 ml,activo
prod_164,Esencias florales,Fórmula de exámen,Alerce; genciana; clemátide; olmo; castaño blanco; mímulo; no me olvides; eneldo.,Ante un examen o prueba; las flores de esta fórmula aportan optimismo; seguridad; confianza y concentración.,,Frasco 30 ml,activo
prod_165,Esencias florales,Integración (aislamiento),Violeta de agua; impaciencia; brezo; tall mulla mulla.,Disfrutar de la compañía de los otros; reconociendo también el valor de la vida en comunidad.,,Frasco 30 ml,activo
prod_166,Esencias florales,Memories,Scleranthus; clemátide; madreselva; cerasífera; consuelda; bellis.,Estas flores están relacionadas con la separación de la realidad; el regreso al pasado y la inestabilidad; aportan equilibrio y presencia.,,Frasco 30 ml,activo
prod_167,Esencias florales,Perdón,Acebo; girasol; lirio mariposa; sauce; pino.,Liberar los viejos rencores y resentimientos; dando paso al perdón y con él a la paz interior.,,Frasco 30 ml,activo
prod_168,Esencias florales,Perseverancia,Kapok Bush; genciana; scleranthus; nogal; alerce; roble; verbena.,Fortalecer la voluntad; constancia y entusiasmo para afianzar las decisiones y para no abandonar las tareas; propósitos o proyectos.,,Frasco 30 ml,activo
prod_169,Esencias florales,Relax,Acebo; olmo; impaciencia; castaño rojo; mímulo; manzanilla; cerasífera.,Lograr un estado de calma; reduciendo el miedo; la impaciencia y los pensamientos obsesivos; es ideal para los estados de ansiedad.,,Frasco 30 ml,activo
prod_170,Esencias florales,Rescate,Cerasífera; clemátide; impaciencia; estrella de belén; heliantemo.,Esta esencia es para situaciones que provoquen una agitación emocional; es útil en todo tipo de traumas; en estados de shock; en crisis nerviosas y angustia profunda,,Frasco 30 ml,activo
prod_171,Esencias florales,Ser feliz,Scleranthus; mostaza; genciana; aulaga; agrimonia; borraja; madreselva; corazoncillo; sauce; estrella de belén; espino blanco,Recuperar la alegría de vivir y el disfrute de la cotidianidad; para superar la depresión.,2 puff 4 veces al día,Frasco 30 ml,activo
prod_172,Esencias florales,Serenidad,Diente de león; manzanilla; impaciencia; agrimonia; verbena; valeriana,Lograr calma y relajación ante los días agitados y situaciones de mucha presión; Para superar el estrés.,2 puff 4 veces al día,Frasco 30 ml,activo
prod_173,Esencias florales,Templanza,Don diego; cerasífera; agrimonia; haya; centaura; brote de castaño; aulaga; madreselva; impaciencia,Fortalecer la voluntad de abandonar la adicción y de no repetir los errores del pasado.,2 puff 4 veces al día,Frasco 30 ml,activo
prod_174,Esencias florales,Tranquilidad,Acebo; cerasífera; nogal; lavanda; milenrama; verbena; vid,Canalizar los sentimientos de ira; enojo y agresión; aportando calma y dominio de las emociones negativas.,2 puff 4 veces al día,Frasco 30 ml,activo
prod_175,Esencias florales,Valentía,Heliantemo; mímulo; cerasífera; álamo temblón; castaño rojo,Las flores en esta esencia aportan confianza y valentía; bien sea que se conozca o no la causa del miedo.,2 puff 4 veces al día,Frasco 30 ml,activo
prod_176,Esencias florales,Abundancia-prosperidad,Esencias florales de Bluebell; avena silvestre; rosa silvestre y genciana. Esencia mineral de pirita y aceite esencial de canela,Atraer la abundancia material y la prosperidad en cada proyecto; labor o empresa.,Aplicar en el centro y las esquinas del espacio que lo requiera 1 o 2 veces al día,Splash 120 ml,activo
prod_177,Esencias florales,Ambiente laboral positivo,Esencias florales: Para una comunicación asertiva: dragón; pensamiento violeta; agrimonia; Bush gardenia; cosmos; clavel de indias. Para motivar y mejorar el trabajo en grupo: Haya; mimosa; orquídea amor; verbasco. Para ser más eficientes: Genciana; hojarazo; avena silvestre; clemátide. Esencias minerales de cuarzo amatista y aceite esencial de mandarina,Crear y mantener un clima organizacional positivo donde prime el respeto; la buena comunicación y la motivación.,Aplicar en el centro y las esquinas del espacio que lo requiera 1 o 2 veces al día,Splash 120 ml,activo
prod_178,Esencias florales,Armonía en pareja,Esencias florales de acebo; achicoria; alerce; brezo; castaño rojo; haya; nogal; agrimonia; vid; Bluebell; flannel Flower; mountain devil; wedding Bush y wisteria. Esencia mineral de cuarzo rosado. Aceite esencial de geranio,Mantener una excelente comunicación; tolerancia y disfrute de todos los aspectos de la vida en pareja.,Aplicar en el centro y las esquinas del espacio que lo requiera 1 o 2 veces al día,Splash 120 ml,activo
prod_179,Esencias florales,Limpieza-transmutación,Esencias florales de lavanda; manzano silvestre; álamo temblón; estrella de belén y orquídea del amor. Esencia mineral de amatista; jade y angelita. Aceite esencial de salvia,Eliminar las energías negativas que se encuentren en el hogar o en el trabajo; llenando los espacios con las vibraciones positivas que emiten los componentes de este splash.,Aplicar en el centro y las esquinas del espacio que lo requiera 1 o 2 veces al día,Splash 120 ml,activo
prod_180,Esencias florales,Protección,Esencias florales de menta; mimosa; milenrama; angelsword; pasionaria; nogal y orquídea ángel de protección. Esencias minerales de shungita; angelita y turmalina negra. Aceite esencial de romero,Crear una barrera que impida el daño que puedan ocasionar los malos pensamientos o intenciones maliciosas de quienes llegan al entorno familiar o laboral.,Aplicar en el centro y las esquinas del espacio que lo requiera 1 o 2 veces al día,Splash 120 ml,activo
prod_181,Esencias florales,Recién nacido,Esencias florales de estrella de belén; manzano silvestre; nogal; heliantemo y lirio mariposa. Esencia mineral de jade y aceite esencial de azahar.,Ayudar amorosamente al recién nacido a adaptarse a su nuevo entorno; brindándole la tranquilidad y confianza que lo lleven a superar el trauma natural del nacimiento.,,Splash x 120 ml,activo
prod_182,Esencias florales,Serenity,Diente de león; manzanilla; agrimonia; verbena; valeriana heliantemo; alerce e impaciencia. Esencia mineral de obsidiana. Aceite esencial de lavanda.,Lograr calma y relajación en situaciones de estrés; angustia; miedo; ansiedad y presión.,,Splash x 120 ml,activo
prod_183,Esencias florales,Limpieza áurica personal,Esencias florales de estrella de belén; manzano silvestre; angelsword; fringed violet. Esencias minerales de obsidiana y shungita. Aceite esencial de salvia.,Nuestra aura; como campo energético; puede ser contaminada por diversos factores; por eso es necesario limpiarla y así mantener su equilibrio.,,Caja con 2 spray,activo
prod_184,Esencias florales,Protección del aura,Nogal; menta; milenrama; mimosa; álamo temblón; orquídea ángel de protección. Esencias minerales de turmalina negra y shungita. Aceite esencial de sándalo.,El aura es nuestro campo energético y como tal debemos protegerla de las energías negativas que puedan perturbarla; empezando por nuestros pensamientos y complementándolo con el uso de esta esencia.,,Caja con 2 spray,activo
